Temperatura;Kernel;Modelo;Passo;Coeficientes
3;2;RedeNeural.TmpMaxMin;102;0,0833333333333333
2;2;RedeNeural.TmpMedia;102;0,0833333333333333
0;2;RedeNeural.Univariado;102;0,0833333333333333
NA;NA;(Intercept);103;0
1;1;Linear.TmpMaxima;103;0,0833333333333333
3;1;Linear.TmpMaxMin;103;0,0833333333333333
2;1;Linear.TmpMedia;103;0,0833333333333333
0;1;Linear.Univariado;103;0,0833333333333333
1;0;Radial.TmpMaxima;103;0,0833333333333333
3;0;Radial.TmpMaxMin;103;0,0833333333333333
2;0;Radial.TmpMedia;103;0,0833333333333333
0;0;Radial.Univariado;103;0,0833333333333333
1;2;RedeNeural.TmpMaxima;103;0,0833333333333333
3;2;RedeNeural.TmpMaxMin;103;0,0833333333333333
2;2;RedeNeural.TmpMedia;103;0,0833333333333333
0;2;RedeNeural.Univariado;103;0,0833333333333333
NA;NA;(Intercept);104;0
1;1;Linear.TmpMaxima;104;0,0833333333333333
3;1;Linear.TmpMaxMin;104;0,0833333333333333
2;1;Linear.TmpMedia;104;0,0833333333333333
0;1;Linear.Univariado;104;0,0833333333333333
1;0;Radial.TmpMaxima;104;0,0833333333333333
3;0;Radial.TmpMaxMin;104;0,0833333333333333
2;0;Radial.TmpMedia;104;0,0833333333333333
0;0;Radial.Univariado;104;0,0833333333333333
1;2;RedeNeural.TmpMaxima;104;0,0833333333333333
3;2;RedeNeural.TmpMaxMin;104;0,0833333333333333
2;2;RedeNeural.TmpMedia;104;0,0833333333333333
0;2;RedeNeural.Univariado;104;0,0833333333333333
NA;NA;(Intercept);105;0
1;1;Linear.TmpMaxima;105;0,0833333333333333
3;1;Linear.TmpMaxMin;105;0,0833333333333333
2;1;Linear.TmpMedia;105;0,0833333333333333
0;1;Linear.Univariado;105;0,0833333333333333
1;0;Radial.TmpMaxima;105;0,0833333333333333
3;0;Radial.TmpMaxMin;105;0,0833333333333333
2;0;Radial.TmpMedia;105;0,0833333333333333
0;0;Radial.Univariado;105;0,0833333333333333
1;2;RedeNeural.TmpMaxima;105;0,0833333333333333
3;2;RedeNeural.TmpMaxMin;105;0,0833333333333333
2;2;RedeNeural.TmpMedia;105;0,0833333333333333
0;2;RedeNeural.Univariado;105;0,0833333333333333
NA;NA;(Intercept);106;0
1;1;Linear.TmpMaxima;106;0,0833333333333333
3;1;Linear.TmpMaxMin;106;0,0833333333333333
2;1;Linear.TmpMedia;106;0,0833333333333333
0;1;Linear.Univariado;106;0,0833333333333333
1;0;Radial.TmpMaxima;106;0,0833333333333333
3;0;Radial.TmpMaxMin;106;0,0833333333333333
2;0;Radial.TmpMedia;106;0,0833333333333333
0;0;Radial.Univariado;106;0,0833333333333333
1;2;RedeNeural.TmpMaxima;106;0,0833333333333333
3;2;RedeNeural.TmpMaxMin;106;0,0833333333333333
2;2;RedeNeural.TmpMedia;106;0,0833333333333333
0;2;RedeNeural.Univariado;106;0,0833333333333333
NA;NA;(Intercept);107;0
1;1;Linear.TmpMaxima;107;0,0833333333333333
3;1;Linear.TmpMaxMin;107;0,0833333333333333
2;1;Linear.TmpMedia;107;0,0833333333333333
0;1;Linear.Univariado;107;0,0833333333333333
1;0;Radial.TmpMaxima;107;0,0833333333333333
3;0;Radial.TmpMaxMin;107;0,0833333333333333
2;0;Radial.TmpMedia;107;0,0833333333333333
0;0;Radial.Univariado;107;0,0833333333333333
1;2;RedeNeural.TmpMaxima;107;0,0833333333333333
3;2;RedeNeural.TmpMaxMin;107;0,0833333333333333
2;2;RedeNeural.TmpMedia;107;0,0833333333333333
0;2;RedeNeural.Univariado;107;0,0833333333333333
NA;NA;(Intercept);108;0
1;1;Linear.TmpMaxima;108;0,0833333333333333
3;1;Linear.TmpMaxMin;108;0,0833333333333333
2;1;Linear.TmpMedia;108;0,0833333333333333
0;1;Linear.Univariado;108;0,0833333333333333
1;0;Radial.TmpMaxima;108;0,0833333333333333
3;0;Radial.TmpMaxMin;108;0,0833333333333333
2;0;Radial.TmpMedia;108;0,0833333333333333
0;0;Radial.Univariado;108;0,0833333333333333
1;2;RedeNeural.TmpMaxima;108;0,0833333333333333
3;2;RedeNeural.TmpMaxMin;108;0,0833333333333333
2;2;RedeNeural.TmpMedia;108;0,0833333333333333
0;2;RedeNeural.Univariado;108;0,0833333333333333
NA;NA;(Intercept);109;0
1;1;Linear.TmpMaxima;109;0,0833333333333333
3;1;Linear.TmpMaxMin;109;0,0833333333333333
2;1;Linear.TmpMedia;109;0,0833333333333333
0;1;Linear.Univariado;109;0,0833333333333333
1;0;Radial.TmpMaxima;109;0,0833333333333333
3;0;Radial.TmpMaxMin;109;0,0833333333333333
2;0;Radial.TmpMedia;109;0,0833333333333333
0;0;Radial.Univariado;109;0,0833333333333333
1;2;RedeNeural.TmpMaxima;109;0,0833333333333333
3;2;RedeNeural.TmpMaxMin;109;0,0833333333333333
2;2;RedeNeural.TmpMedia;109;0,0833333333333333
0;2;RedeNeural.Univariado;109;0,0833333333333333
NA;NA;(Intercept);110;0
1;1;Linear.TmpMaxima;110;0,0833333333333333
3;1;Linear.TmpMaxMin;110;0,0833333333333333
2;1;Linear.TmpMedia;110;0,0833333333333333
0;1;Linear.Univariado;110;0,0833333333333333
1;0;Radial.TmpMaxima;110;0,0833333333333333
3;0;Radial.TmpMaxMin;110;0,0833333333333333
2;0;Radial.TmpMedia;110;0,0833333333333333
0;0;Radial.Univariado;110;0,0833333333333333
1;2;RedeNeural.TmpMaxima;110;0,0833333333333333
3;2;RedeNeural.TmpMaxMin;110;0,0833333333333333
2;2;RedeNeural.TmpMedia;110;0,0833333333333333
0;2;RedeNeural.Univariado;110;0,0833333333333333
NA;NA;(Intercept);111;0
1;1;Linear.TmpMaxima;111;0,0833333333333333
3;1;Linear.TmpMaxMin;111;0,0833333333333333
2;1;Linear.TmpMedia;111;0,0833333333333333
0;1;Linear.Univariado;111;0,0833333333333333
1;0;Radial.TmpMaxima;111;0,0833333333333333
3;0;Radial.TmpMaxMin;111;0,0833333333333333
2;0;Radial.TmpMedia;111;0,0833333333333333
0;0;Radial.Univariado;111;0,0833333333333333
1;2;RedeNeural.TmpMaxima;111;0,0833333333333333
3;2;RedeNeural.TmpMaxMin;111;0,0833333333333333
2;2;RedeNeural.TmpMedia;111;0,0833333333333333
0;2;RedeNeural.Univariado;111;0,0833333333333333
NA;NA;(Intercept);112;0
1;1;Linear.TmpMaxima;112;0,0833333333333333
3;1;Linear.TmpMaxMin;112;0,0833333333333333
2;1;Linear.TmpMedia;112;0,0833333333333333
0;1;Linear.Univariado;112;0,0833333333333333
1;0;Radial.TmpMaxima;112;0,0833333333333333
3;0;Radial.TmpMaxMin;112;0,0833333333333333
2;0;Radial.TmpMedia;112;0,0833333333333333
0;0;Radial.Univariado;112;0,0833333333333333
1;2;RedeNeural.TmpMaxima;112;0,0833333333333333
3;2;RedeNeural.TmpMaxMin;112;0,0833333333333333
2;2;RedeNeural.TmpMedia;112;0,0833333333333333
0;2;RedeNeural.Univariado;112;0,0833333333333333
NA;NA;(Intercept);113;0
1;1;Linear.TmpMaxima;113;0,0833333333333333
3;1;Linear.TmpMaxMin;113;0,0833333333333333
2;1;Linear.TmpMedia;113;0,0833333333333333
0;1;Linear.Univariado;113;0,0833333333333333
1;0;Radial.TmpMaxima;113;0,0833333333333333
3;0;Radial.TmpMaxMin;113;0,0833333333333333
2;0;Radial.TmpMedia;113;0,0833333333333333
0;0;Radial.Univariado;113;0,0833333333333333
1;2;RedeNeural.TmpMaxima;113;0,0833333333333333
3;2;RedeNeural.TmpMaxMin;113;0,0833333333333333
2;2;RedeNeural.TmpMedia;113;0,0833333333333333
0;2;RedeNeural.Univariado;113;0,0833333333333333
NA;NA;(Intercept);114;0
1;1;Linear.TmpMaxima;114;0,0833333333333333
3;1;Linear.TmpMaxMin;114;0,0833333333333333
2;1;Linear.TmpMedia;114;0,0833333333333333
0;1;Linear.Univariado;114;0,0833333333333333
1;0;Radial.TmpMaxima;114;0,0833333333333333
3;0;Radial.TmpMaxMin;114;0,0833333333333333
2;0;Radial.TmpMedia;114;0,0833333333333333
0;0;Radial.Univariado;114;0,0833333333333333
1;2;RedeNeural.TmpMaxima;114;0,0833333333333333
3;2;RedeNeural.TmpMaxMin;114;0,0833333333333333
2;2;RedeNeural.TmpMedia;114;0,0833333333333333
0;2;RedeNeural.Univariado;114;0,0833333333333333
NA;NA;(Intercept);115;0
1;1;Linear.TmpMaxima;115;0,0833333333333333
3;1;Linear.TmpMaxMin;115;0,0833333333333333
2;1;Linear.TmpMedia;115;0,0833333333333333
0;1;Linear.Univariado;115;0,0833333333333333
1;0;Radial.TmpMaxima;115;0,0833333333333333
3;0;Radial.TmpMaxMin;115;0,0833333333333333
2;0;Radial.TmpMedia;115;0,0833333333333333
0;0;Radial.Univariado;115;0,0833333333333333
1;2;RedeNeural.TmpMaxima;115;0,0833333333333333
3;2;RedeNeural.TmpMaxMin;115;0,0833333333333333
2;2;RedeNeural.TmpMedia;115;0,0833333333333333
0;2;RedeNeural.Univariado;115;0,0833333333333333
NA;NA;(Intercept);116;0
1;1;Linear.TmpMaxima;116;0,0833333333333333
3;1;Linear.TmpMaxMin;116;0,0833333333333333
2;1;Linear.TmpMedia;116;0,0833333333333333
0;1;Linear.Univariado;116;0,0833333333333333
1;0;Radial.TmpMaxima;116;0,0833333333333333
3;0;Radial.TmpMaxMin;116;0,0833333333333333
2;0;Radial.TmpMedia;116;0,0833333333333333
0;0;Radial.Univariado;116;0,0833333333333333
1;2;RedeNeural.TmpMaxima;116;0,0833333333333333
3;2;RedeNeural.TmpMaxMin;116;0,0833333333333333
2;2;RedeNeural.TmpMedia;116;0,0833333333333333
0;2;RedeNeural.Univariado;116;0,0833333333333333
NA;NA;(Intercept);117;0
1;1;Linear.TmpMaxima;117;0,0833333333333333
3;1;Linear.TmpMaxMin;117;0,0833333333333333
2;1;Linear.TmpMedia;117;0,0833333333333333
0;1;Linear.Univariado;117;0,0833333333333333
1;0;Radial.TmpMaxima;117;0,0833333333333333
3;0;Radial.TmpMaxMin;117;0,0833333333333333
2;0;Radial.TmpMedia;117;0,0833333333333333
0;0;Radial.Univariado;117;0,0833333333333333
1;2;RedeNeural.TmpMaxima;117;0,0833333333333333
3;2;RedeNeural.TmpMaxMin;117;0,0833333333333333
2;2;RedeNeural.TmpMedia;117;0,0833333333333333
0;2;RedeNeural.Univariado;117;0,0833333333333333
NA;NA;(Intercept);118;0
1;1;Linear.TmpMaxima;118;0,0833333333333333
3;1;Linear.TmpMaxMin;118;0,0833333333333333
2;1;Linear.TmpMedia;118;0,0833333333333333
0;1;Linear.Univariado;118;0,0833333333333333
1;0;Radial.TmpMaxima;118;0,0833333333333333
3;0;Radial.TmpMaxMin;118;0,0833333333333333
2;0;Radial.TmpMedia;118;0,0833333333333333
0;0;Radial.Univariado;118;0,0833333333333333
1;2;RedeNeural.TmpMaxima;118;0,0833333333333333
3;2;RedeNeural.TmpMaxMin;118;0,0833333333333333
2;2;RedeNeural.TmpMedia;118;0,0833333333333333
0;2;RedeNeural.Univariado;118;0,0833333333333333
NA;NA;(Intercept);119;0
1;1;Linear.TmpMaxima;119;0,0833333333333333
3;1;Linear.TmpMaxMin;119;0,0833333333333333
2;1;Linear.TmpMedia;119;0,0833333333333333
0;1;Linear.Univariado;119;0,0833333333333333
1;0;Radial.TmpMaxima;119;0,0833333333333333
3;0;Radial.TmpMaxMin;119;0,0833333333333333
2;0;Radial.TmpMedia;119;0,0833333333333333
0;0;Radial.Univariado;119;0,0833333333333333
1;2;RedeNeural.TmpMaxima;119;0,0833333333333333
3;2;RedeNeural.TmpMaxMin;119;0,0833333333333333
2;2;RedeNeural.TmpMedia;119;0,0833333333333333
0;2;RedeNeural.Univariado;119;0,0833333333333333
NA;NA;(Intercept);120;0
1;1;Linear.TmpMaxima;120;0,0833333333333333
3;1;Linear.TmpMaxMin;120;0,0833333333333333
2;1;Linear.TmpMedia;120;0,0833333333333333
0;1;Linear.Univariado;120;0,0833333333333333
1;0;Radial.TmpMaxima;120;0,0833333333333333
3;0;Radial.TmpMaxMin;120;0,0833333333333333
2;0;Radial.TmpMedia;120;0,0833333333333333
0;0;Radial.Univariado;120;0,0833333333333333
1;2;RedeNeural.TmpMaxima;120;0,0833333333333333
3;2;RedeNeural.TmpMaxMin;120;0,0833333333333333
2;2;RedeNeural.TmpMedia;120;0,0833333333333333
0;2;RedeNeural.Univariado;120;0,0833333333333333
NA;NA;(Intercept);121;0
1;1;Linear.TmpMaxima;121;0,0833333333333333
3;1;Linear.TmpMaxMin;121;0,0833333333333333
2;1;Linear.TmpMedia;121;0,0833333333333333
0;1;Linear.Univariado;121;0,0833333333333333
1;0;Radial.TmpMaxima;121;0,0833333333333333
3;0;Radial.TmpMaxMin;121;0,0833333333333333
2;0;Radial.TmpMedia;121;0,0833333333333333
0;0;Radial.Univariado;121;0,0833333333333333
1;2;RedeNeural.TmpMaxima;121;0,0833333333333333
3;2;RedeNeural.TmpMaxMin;121;0,0833333333333333
2;2;RedeNeural.TmpMedia;121;0,0833333333333333
0;2;RedeNeural.Univariado;121;0,0833333333333333
NA;NA;(Intercept);122;0
1;1;Linear.TmpMaxima;122;0,0833333333333333
3;1;Linear.TmpMaxMin;122;0,0833333333333333
2;1;Linear.TmpMedia;122;0,0833333333333333
0;1;Linear.Univariado;122;0,0833333333333333
1;0;Radial.TmpMaxima;122;0,0833333333333333
3;0;Radial.TmpMaxMin;122;0,0833333333333333
2;0;Radial.TmpMedia;122;0,0833333333333333
0;0;Radial.Univariado;122;0,0833333333333333
1;2;RedeNeural.TmpMaxima;122;0,0833333333333333
3;2;RedeNeural.TmpMaxMin;122;0,0833333333333333
2;2;RedeNeural.TmpMedia;122;0,0833333333333333
0;2;RedeNeural.Univariado;122;0,0833333333333333
NA;NA;(Intercept);123;0
1;1;Linear.TmpMaxima;123;0,0833333333333333
3;1;Linear.TmpMaxMin;123;0,0833333333333333
2;1;Linear.TmpMedia;123;0,0833333333333333
0;1;Linear.Univariado;123;0,0833333333333333
1;0;Radial.TmpMaxima;123;0,0833333333333333
3;0;Radial.TmpMaxMin;123;0,0833333333333333
2;0;Radial.TmpMedia;123;0,0833333333333333
0;0;Radial.Univariado;123;0,0833333333333333
1;2;RedeNeural.TmpMaxima;123;0,0833333333333333
3;2;RedeNeural.TmpMaxMin;123;0,0833333333333333
2;2;RedeNeural.TmpMedia;123;0,0833333333333333
0;2;RedeNeural.Univariado;123;0,0833333333333333
NA;NA;(Intercept);124;0
1;1;Linear.TmpMaxima;124;0,0833333333333333
3;1;Linear.TmpMaxMin;124;0,0833333333333333
2;1;Linear.TmpMedia;124;0,0833333333333333
0;1;Linear.Univariado;124;0,0833333333333333
1;0;Radial.TmpMaxima;124;0,0833333333333333
3;0;Radial.TmpMaxMin;124;0,0833333333333333
2;0;Radial.TmpMedia;124;0,0833333333333333
0;0;Radial.Univariado;124;0,0833333333333333
1;2;RedeNeural.TmpMaxima;124;0,0833333333333333
3;2;RedeNeural.TmpMaxMin;124;0,0833333333333333
2;2;RedeNeural.TmpMedia;124;0,0833333333333333
0;2;RedeNeural.Univariado;124;0,0833333333333333
NA;NA;(Intercept);125;0
1;1;Linear.TmpMaxima;125;0,0833333333333333
3;1;Linear.TmpMaxMin;125;0,0833333333333333
2;1;Linear.TmpMedia;125;0,0833333333333333
0;1;Linear.Univariado;125;0,0833333333333333
1;0;Radial.TmpMaxima;125;0,0833333333333333
3;0;Radial.TmpMaxMin;125;0,0833333333333333
2;0;Radial.TmpMedia;125;0,0833333333333333
0;0;Radial.Univariado;125;0,0833333333333333
1;2;RedeNeural.TmpMaxima;125;0,0833333333333333
3;2;RedeNeural.TmpMaxMin;125;0,0833333333333333
2;2;RedeNeural.TmpMedia;125;0,0833333333333333
0;2;RedeNeural.Univariado;125;0,0833333333333333
NA;NA;(Intercept);126;0
1;1;Linear.TmpMaxima;126;0,0833333333333333
3;1;Linear.TmpMaxMin;126;0,0833333333333333
2;1;Linear.TmpMedia;126;0,0833333333333333
0;1;Linear.Univariado;126;0,0833333333333333
1;0;Radial.TmpMaxima;126;0,0833333333333333
3;0;Radial.TmpMaxMin;126;0,0833333333333333
2;0;Radial.TmpMedia;126;0,0833333333333333
0;0;Radial.Univariado;126;0,0833333333333333
1;2;RedeNeural.TmpMaxima;126;0,0833333333333333
3;2;RedeNeural.TmpMaxMin;126;0,0833333333333333
2;2;RedeNeural.TmpMedia;126;0,0833333333333333
0;2;RedeNeural.Univariado;126;0,0833333333333333
NA;NA;(Intercept);127;0
1;1;Linear.TmpMaxima;127;0,0833333333333333
3;1;Linear.TmpMaxMin;127;0,0833333333333333
2;1;Linear.TmpMedia;127;0,0833333333333333
0;1;Linear.Univariado;127;0,0833333333333333
1;0;Radial.TmpMaxima;127;0,0833333333333333
3;0;Radial.TmpMaxMin;127;0,0833333333333333
2;0;Radial.TmpMedia;127;0,0833333333333333
0;0;Radial.Univariado;127;0,0833333333333333
1;2;RedeNeural.TmpMaxima;127;0,0833333333333333
3;2;RedeNeural.TmpMaxMin;127;0,0833333333333333
2;2;RedeNeural.TmpMedia;127;0,0833333333333333
0;2;RedeNeural.Univariado;127;0,0833333333333333
NA;NA;(Intercept);128;0
1;1;Linear.TmpMaxima;128;0,0833333333333333
3;1;Linear.TmpMaxMin;128;0,0833333333333333
2;1;Linear.TmpMedia;128;0,0833333333333333
0;1;Linear.Univariado;128;0,0833333333333333
1;0;Radial.TmpMaxima;128;0,0833333333333333
3;0;Radial.TmpMaxMin;128;0,0833333333333333
2;0;Radial.TmpMedia;128;0,0833333333333333
0;0;Radial.Univariado;128;0,0833333333333333
1;2;RedeNeural.TmpMaxima;128;0,0833333333333333
3;2;RedeNeural.TmpMaxMin;128;0,0833333333333333
2;2;RedeNeural.TmpMedia;128;0,0833333333333333
0;2;RedeNeural.Univariado;128;0,0833333333333333
NA;NA;(Intercept);129;0
1;1;Linear.TmpMaxima;129;0,0833333333333333
3;1;Linear.TmpMaxMin;129;0,0833333333333333
2;1;Linear.TmpMedia;129;0,0833333333333333
0;1;Linear.Univariado;129;0,0833333333333333
1;0;Radial.TmpMaxima;129;0,0833333333333333
3;0;Radial.TmpMaxMin;129;0,0833333333333333
2;0;Radial.TmpMedia;129;0,0833333333333333
0;0;Radial.Univariado;129;0,0833333333333333
1;2;RedeNeural.TmpMaxima;129;0,0833333333333333
3;2;RedeNeural.TmpMaxMin;129;0,0833333333333333
2;2;RedeNeural.TmpMedia;129;0,0833333333333333
0;2;RedeNeural.Univariado;129;0,0833333333333333
NA;NA;(Intercept);130;0
1;1;Linear.TmpMaxima;130;0,0833333333333333
3;1;Linear.TmpMaxMin;130;0,0833333333333333
2;1;Linear.TmpMedia;130;0,0833333333333333
0;1;Linear.Univariado;130;0,0833333333333333
1;0;Radial.TmpMaxima;130;0,0833333333333333
3;0;Radial.TmpMaxMin;130;0,0833333333333333
2;0;Radial.TmpMedia;130;0,0833333333333333
0;0;Radial.Univariado;130;0,0833333333333333
1;2;RedeNeural.TmpMaxima;130;0,0833333333333333
3;2;RedeNeural.TmpMaxMin;130;0,0833333333333333
2;2;RedeNeural.TmpMedia;130;0,0833333333333333
0;2;RedeNeural.Univariado;130;0,0833333333333333
NA;NA;(Intercept);131;0
1;1;Linear.TmpMaxima;131;0,0833333333333333
3;1;Linear.TmpMaxMin;131;0,0833333333333333
2;1;Linear.TmpMedia;131;0,0833333333333333
0;1;Linear.Univariado;131;0,0833333333333333
1;0;Radial.TmpMaxima;131;0,0833333333333333
3;0;Radial.TmpMaxMin;131;0,0833333333333333
2;0;Radial.TmpMedia;131;0,0833333333333333
0;0;Radial.Univariado;131;0,0833333333333333
1;2;RedeNeural.TmpMaxima;131;0,0833333333333333
3;2;RedeNeural.TmpMaxMin;131;0,0833333333333333
2;2;RedeNeural.TmpMedia;131;0,0833333333333333
0;2;RedeNeural.Univariado;131;0,0833333333333333
NA;NA;(Intercept);132;0
1;1;Linear.TmpMaxima;132;0,0833333333333333
3;1;Linear.TmpMaxMin;132;0,0833333333333333
2;1;Linear.TmpMedia;132;0,0833333333333333
0;1;Linear.Univariado;132;0,0833333333333333
1;0;Radial.TmpMaxima;132;0,0833333333333333
3;0;Radial.TmpMaxMin;132;0,0833333333333333
2;0;Radial.TmpMedia;132;0,0833333333333333
0;0;Radial.Univariado;132;0,0833333333333333
1;2;RedeNeural.TmpMaxima;132;0,0833333333333333
3;2;RedeNeural.TmpMaxMin;132;0,0833333333333333
2;2;RedeNeural.TmpMedia;132;0,0833333333333333
0;2;RedeNeural.Univariado;132;0,0833333333333333
NA;NA;(Intercept);133;0
1;1;Linear.TmpMaxima;133;0,0833333333333333
3;1;Linear.TmpMaxMin;133;0,0833333333333333
2;1;Linear.TmpMedia;133;0,0833333333333333
0;1;Linear.Univariado;133;0,0833333333333333
1;0;Radial.TmpMaxima;133;0,0833333333333333
3;0;Radial.TmpMaxMin;133;0,0833333333333333
2;0;Radial.TmpMedia;133;0,0833333333333333
0;0;Radial.Univariado;133;0,0833333333333333
1;2;RedeNeural.TmpMaxima;133;0,0833333333333333
3;2;RedeNeural.TmpMaxMin;133;0,0833333333333333
2;2;RedeNeural.TmpMedia;133;0,0833333333333333
0;2;RedeNeural.Univariado;133;0,0833333333333333
NA;NA;(Intercept);134;0
1;1;Linear.TmpMaxima;134;0,0833333333333333
3;1;Linear.TmpMaxMin;134;0,0833333333333333
2;1;Linear.TmpMedia;134;0,0833333333333333
0;1;Linear.Univariado;134;0,0833333333333333
1;0;Radial.TmpMaxima;134;0,0833333333333333
3;0;Radial.TmpMaxMin;134;0,0833333333333333
2;0;Radial.TmpMedia;134;0,0833333333333333
0;0;Radial.Univariado;134;0,0833333333333333
1;2;RedeNeural.TmpMaxima;134;0,0833333333333333
3;2;RedeNeural.TmpMaxMin;134;0,0833333333333333
2;2;RedeNeural.TmpMedia;134;0,0833333333333333
0;2;RedeNeural.Univariado;134;0,0833333333333333
NA;NA;(Intercept);135;0
1;1;Linear.TmpMaxima;135;0,0833333333333333
3;1;Linear.TmpMaxMin;135;0,0833333333333333
2;1;Linear.TmpMedia;135;0,0833333333333333
0;1;Linear.Univariado;135;0,0833333333333333
1;0;Radial.TmpMaxima;135;0,0833333333333333
3;0;Radial.TmpMaxMin;135;0,0833333333333333
2;0;Radial.TmpMedia;135;0,0833333333333333
0;0;Radial.Univariado;135;0,0833333333333333
1;2;RedeNeural.TmpMaxima;135;0,0833333333333333
3;2;RedeNeural.TmpMaxMin;135;0,0833333333333333
2;2;RedeNeural.TmpMedia;135;0,0833333333333333
0;2;RedeNeural.Univariado;135;0,0833333333333333
NA;NA;(Intercept);136;0
1;1;Linear.TmpMaxima;136;0,0833333333333333
3;1;Linear.TmpMaxMin;136;0,0833333333333333
2;1;Linear.TmpMedia;136;0,0833333333333333
0;1;Linear.Univariado;136;0,0833333333333333
1;0;Radial.TmpMaxima;136;0,0833333333333333
3;0;Radial.TmpMaxMin;136;0,0833333333333333
2;0;Radial.TmpMedia;136;0,0833333333333333
0;0;Radial.Univariado;136;0,0833333333333333
1;2;RedeNeural.TmpMaxima;136;0,0833333333333333
3;2;RedeNeural.TmpMaxMin;136;0,0833333333333333
2;2;RedeNeural.TmpMedia;136;0,0833333333333333
0;2;RedeNeural.Univariado;136;0,0833333333333333
NA;NA;(Intercept);137;0
1;1;Linear.TmpMaxima;137;0,0833333333333333
3;1;Linear.TmpMaxMin;137;0,0833333333333333
2;1;Linear.TmpMedia;137;0,0833333333333333
0;1;Linear.Univariado;137;0,0833333333333333
1;0;Radial.TmpMaxima;137;0,0833333333333333
3;0;Radial.TmpMaxMin;137;0,0833333333333333
2;0;Radial.TmpMedia;137;0,0833333333333333
0;0;Radial.Univariado;137;0,0833333333333333
1;2;RedeNeural.TmpMaxima;137;0,0833333333333333
3;2;RedeNeural.TmpMaxMin;137;0,0833333333333333
2;2;RedeNeural.TmpMedia;137;0,0833333333333333
0;2;RedeNeural.Univariado;137;0,0833333333333333
NA;NA;(Intercept);138;0
1;1;Linear.TmpMaxima;138;0,0833333333333333
3;1;Linear.TmpMaxMin;138;0,0833333333333333
2;1;Linear.TmpMedia;138;0,0833333333333333
0;1;Linear.Univariado;138;0,0833333333333333
1;0;Radial.TmpMaxima;138;0,0833333333333333
3;0;Radial.TmpMaxMin;138;0,0833333333333333
2;0;Radial.TmpMedia;138;0,0833333333333333
0;0;Radial.Univariado;138;0,0833333333333333
1;2;RedeNeural.TmpMaxima;138;0,0833333333333333
3;2;RedeNeural.TmpMaxMin;138;0,0833333333333333
2;2;RedeNeural.TmpMedia;138;0,0833333333333333
0;2;RedeNeural.Univariado;138;0,0833333333333333
NA;NA;(Intercept);139;0
1;1;Linear.TmpMaxima;139;0,0833333333333333
3;1;Linear.TmpMaxMin;139;0,0833333333333333
2;1;Linear.TmpMedia;139;0,0833333333333333
0;1;Linear.Univariado;139;0,0833333333333333
1;0;Radial.TmpMaxima;139;0,0833333333333333
3;0;Radial.TmpMaxMin;139;0,0833333333333333
2;0;Radial.TmpMedia;139;0,0833333333333333
0;0;Radial.Univariado;139;0,0833333333333333
1;2;RedeNeural.TmpMaxima;139;0,0833333333333333
3;2;RedeNeural.TmpMaxMin;139;0,0833333333333333
2;2;RedeNeural.TmpMedia;139;0,0833333333333333
0;2;RedeNeural.Univariado;139;0,0833333333333333
NA;NA;(Intercept);140;0
1;1;Linear.TmpMaxima;140;0,0833333333333333
3;1;Linear.TmpMaxMin;140;0,0833333333333333
2;1;Linear.TmpMedia;140;0,0833333333333333
0;1;Linear.Univariado;140;0,0833333333333333
1;0;Radial.TmpMaxima;140;0,0833333333333333
3;0;Radial.TmpMaxMin;140;0,0833333333333333
2;0;Radial.TmpMedia;140;0,0833333333333333
0;0;Radial.Univariado;140;0,0833333333333333
1;2;RedeNeural.TmpMaxima;140;0,0833333333333333
3;2;RedeNeural.TmpMaxMin;140;0,0833333333333333
2;2;RedeNeural.TmpMedia;140;0,0833333333333333
0;2;RedeNeural.Univariado;140;0,0833333333333333
NA;NA;(Intercept);141;0
1;1;Linear.TmpMaxima;141;0,0833333333333333
3;1;Linear.TmpMaxMin;141;0,0833333333333333
2;1;Linear.TmpMedia;141;0,0833333333333333
0;1;Linear.Univariado;141;0,0833333333333333
1;0;Radial.TmpMaxima;141;0,0833333333333333
3;0;Radial.TmpMaxMin;141;0,0833333333333333
2;0;Radial.TmpMedia;141;0,0833333333333333
0;0;Radial.Univariado;141;0,0833333333333333
1;2;RedeNeural.TmpMaxima;141;0,0833333333333333
3;2;RedeNeural.TmpMaxMin;141;0,0833333333333333
2;2;RedeNeural.TmpMedia;141;0,0833333333333333
0;2;RedeNeural.Univariado;141;0,0833333333333333
NA;NA;(Intercept);142;0
1;1;Linear.TmpMaxima;142;0,0833333333333333
3;1;Linear.TmpMaxMin;142;0,0833333333333333
2;1;Linear.TmpMedia;142;0,0833333333333333
0;1;Linear.Univariado;142;0,0833333333333333
1;0;Radial.TmpMaxima;142;0,0833333333333333
3;0;Radial.TmpMaxMin;142;0,0833333333333333
2;0;Radial.TmpMedia;142;0,0833333333333333
0;0;Radial.Univariado;142;0,0833333333333333
1;2;RedeNeural.TmpMaxima;142;0,0833333333333333
3;2;RedeNeural.TmpMaxMin;142;0,0833333333333333
2;2;RedeNeural.TmpMedia;142;0,0833333333333333
0;2;RedeNeural.Univariado;142;0,0833333333333333
NA;NA;(Intercept);143;0
1;1;Linear.TmpMaxima;143;0,0833333333333333
3;1;Linear.TmpMaxMin;143;0,0833333333333333
2;1;Linear.TmpMedia;143;0,0833333333333333
0;1;Linear.Univariado;143;0,0833333333333333
1;0;Radial.TmpMaxima;143;0,0833333333333333
