Temperatura;Kernel;Modelo;Passo;Coeficientes
3;0;Radial.TmpMaxMin;18;0,0833333333333333
2;0;Radial.TmpMedia;18;0,0833333333333333
0;0;Radial.Univariado;18;0,0833333333333333
1;2;RedeNeural.TmpMaxima;18;0,0833333333333333
3;2;RedeNeural.TmpMaxMin;18;0,0833333333333333
2;2;RedeNeural.TmpMedia;18;0,0833333333333333
0;2;RedeNeural.Univariado;18;0,0833333333333333
NA;NA;(Intercept);19;0
1;1;Linear.TmpMaxima;19;0,0833333333333333
3;1;Linear.TmpMaxMin;19;0,0833333333333333
2;1;Linear.TmpMedia;19;0,0833333333333333
0;1;Linear.Univariado;19;0,0833333333333333
1;0;Radial.TmpMaxima;19;0,0833333333333333
3;0;Radial.TmpMaxMin;19;0,0833333333333333
2;0;Radial.TmpMedia;19;0,0833333333333333
0;0;Radial.Univariado;19;0,0833333333333333
1;2;RedeNeural.TmpMaxima;19;0,0833333333333333
3;2;RedeNeural.TmpMaxMin;19;0,0833333333333333
2;2;RedeNeural.TmpMedia;19;0,0833333333333333
0;2;RedeNeural.Univariado;19;0,0833333333333333
NA;NA;(Intercept);20;0
1;1;Linear.TmpMaxima;20;0,0833333333333333
3;1;Linear.TmpMaxMin;20;0,0833333333333333
2;1;Linear.TmpMedia;20;0,0833333333333333
0;1;Linear.Univariado;20;0,0833333333333333
1;0;Radial.TmpMaxima;20;0,0833333333333333
3;0;Radial.TmpMaxMin;20;0,0833333333333333
2;0;Radial.TmpMedia;20;0,0833333333333333
0;0;Radial.Univariado;20;0,0833333333333333
1;2;RedeNeural.TmpMaxima;20;0,0833333333333333
3;2;RedeNeural.TmpMaxMin;20;0,0833333333333333
2;2;RedeNeural.TmpMedia;20;0,0833333333333333
0;2;RedeNeural.Univariado;20;0,0833333333333333
NA;NA;(Intercept);21;0
1;1;Linear.TmpMaxima;21;0,0833333333333333
3;1;Linear.TmpMaxMin;21;0,0833333333333333
2;1;Linear.TmpMedia;21;0,0833333333333333
0;1;Linear.Univariado;21;0,0833333333333333
1;0;Radial.TmpMaxima;21;0,0833333333333333
3;0;Radial.TmpMaxMin;21;0,0833333333333333
2;0;Radial.TmpMedia;21;0,0833333333333333
0;0;Radial.Univariado;21;0,0833333333333333
1;2;RedeNeural.TmpMaxima;21;0,0833333333333333
3;2;RedeNeural.TmpMaxMin;21;0,0833333333333333
2;2;RedeNeural.TmpMedia;21;0,0833333333333333
0;2;RedeNeural.Univariado;21;0,0833333333333333
NA;NA;(Intercept);22;0
1;1;Linear.TmpMaxima;22;0,0833333333333333
3;1;Linear.TmpMaxMin;22;0,0833333333333333
2;1;Linear.TmpMedia;22;0,0833333333333333
