Ano;Mes;Dia;Hora;Min;Carga
2014;12;22;22;0;42058,3
2014;12;22;23;0;41218,5
2014;12;23;0;0;39191,8
2014;12;23;1;0;36306,2
2014;12;23;2;0;33891,3
2014;12;23;3;0;32576,3
2014;12;23;4;0;31861
2014;12;23;5;0;31543,7
2014;12;23;6;0;32136,2
2014;12;23;7;0;33065,9
2014;12;23;8;0;35080,3
2014;12;23;9;0;37897,6
2014;12;23;10;0;39528,3
2014;12;23;11;0;40155,9
2014;12;23;12;0;39938,2
2014;12;23;13;0;39479,9
2014;12;23;14;0;39813
2014;12;23;15;0;39666,9
2014;12;23;16;0;39563,6
2014;12;23;17;0;39326,2
2014;12;23;18;0;38187,6
2014;12;23;19;0;37012,2
2014;12;23;20;0;37400,1
2014;12;23;21;0;39853,8
2014;12;23;22;0;39763,9
2014;12;23;23;0;39210,4
2014;12;24;0;0;37249,2
2014;12;24;1;0;34446,1
2014;12;24;2;0;31958,6
2014;12;24;3;0;30258,3
2014;12;24;4;0;29249,7
2014;12;24;5;0;28956,3
2014;12;24;6;0;29041,6
2014;12;24;7;0;28948,4
2014;12;24;8;0;29946,7
2014;12;24;9;0;32216,5
2014;12;24;10;0;33670,2
2014;12;24;11;0;34225,1
2014;12;24;12;0;34089,4
2014;12;24;13;0;33358,5
2014;12;24;14;0;33099,6
2014;12;24;15;0;32831,6
2014;12;24;16;0;32724,5
2014;12;24;17;0;32732,3
2014;12;24;18;0;33083,9
2014;12;24;19;0;33352,2
2014;12;24;20;0;34933,6
2014;12;24;21;0;38551,6
2014;12;24;22;0;36711,6
2014;12;24;23;0;33664,7
2014;12;25;0;0;31351,5
2014;12;25;1;0;29814,3
2014;12;25;2;0;29133,7
2014;12;25;3;0;28384,5
2014;12;25;4;0;27533,6
2014;12;25;5;0;26761,4
2014;12;25;6;0;26502,8
2014;12;25;7;0;25038,1
2014;12;25;8;0;24332
2014;12;25;9;0;25150,2
2014;12;25;10;0;26520,4
2014;12;25;11;0;27882,5
2014;12;25;12;0;28703,6
2014;12;25;13;0;28560,1
2014;12;25;14;0;27691,2
2014;12;25;15;0;27112,2
2014;12;25;16;0;27074,3
2014;12;25;17;0;27612,3
2014;12;25;18;0;28187,7
2014;12;25;19;0;28851,6
2014;12;25;20;0;30315
2014;12;25;21;0;34934,1
2014;12;25;22;0;35744,2
2014;12;25;23;0;35430,6
2014;12;26;0;0;33990
2014;12;26;1;0;31746,6
2014;12;26;2;0;29533,6
2014;12;26;3;0;28203
2014;12;26;4;0;27593,6
2014;12;26;5;0;27464,2
2014;12;26;6;0;27969,3
2014;12;26;7;0;28071,5
2014;12;26;8;0;29385,3
2014;12;26;9;0;32184,5
2014;12;26;10;0;34543,8
2014;12;26;11;0;36149,5
2014;12;26;12;0;36912,1
2014;12;26;13;0;37387,6
2014;12;26;14;0;37962,6
2014;12;26;15;0;38416,6
2014;12;26;16;0;38410
2014;12;26;17;0;38227,9
2014;12;26;18;0;37671,8
2014;12;26;19;0;36070,3
2014;12;26;20;0;36250,1
2014;12;26;21;0;40252,7
2014;12;26;22;0;40490,5
2014;12;26;23;0;39618,8
2014;12;27;0;0;38190,3
2014;12;27;1;0;35592,5
2014;12;27;2;0;33343,1
2014;12;27;3;0;31738,5
2014;12;27;4;0;30708,3
2014;12;27;5;0;30286,3
2014;12;27;6;0;30286,6
2014;12;27;7;0;29315,4
2014;12;27;8;0;29762,3
2014;12;27;9;0;31897,1
2014;12;27;10;0;33883,1
2014;12;27;11;0;35157,6
2014;12;27;12;0;35384,2
2014;12;27;13;0;35538,4
2014;12;27;14;0;35645,5
2014;12;27;15;0;35611,8
2014;12;27;16;0;35523,9
2014;12;27;17;0;35506,7
2014;12;27;18;0;35484,1
2014;12;27;19;0;35632,2
2014;12;27;20;0;36501,8
2014;12;27;21;0;40684,4
2014;12;27;22;0;40580,1
2014;12;27;23;0;39272,4
2014;12;28;0;0;37627,5
2014;12;28;1;0;35638,8
2014;12;28;2;0;33681,9
2014;12;28;3;0;32084,2
2014;12;28;4;0;31056,4
2014;12;28;5;0;30550,5
2014;12;28;6;0;30248,7
2014;12;28;7;0;28897,6
2014;12;28;8;0;28442,9
2014;12;28;9;0;29640,3
2014;12;28;10;0;30925,3
2014;12;28;11;0;31859,5
2014;12;28;12;0;32552,1
2014;12;28;13;0;32696,7
2014;12;28;14;0;32799
2014;12;28;15;0;32907
2014;12;28;16;0;33222,6
2014;12;28;17;0;33557,4
2014;12;28;18;0;34016
2014;12;28;19;0;34542,3
2014;12;28;20;0;35271,1
2014;12;28;21;0;39268
2014;12;28;22;0;39960,8
2014;12;28;23;0;39695,3
2014;12;29;0;0;38533,7
2014;12;29;1;0;35928,6
2014;12;29;2;0;33821,2
2014;12;29;3;0;32453,4
2014;12;29;4;0;31734,2
2014;12;29;5;0;31514,9
2014;12;29;6;0;31992,8
2014;12;29;7;0;32105,7
2014;12;29;8;0;33723,8
2014;12;29;9;0;36986,2
2014;12;29;10;0;39640,4
2014;12;29;11;0;41136,5
2014;12;29;12;0;41375,5
2014;12;29;13;0;41556,6
2014;12;29;14;0;42444
2014;12;29;15;0;43019,1
2014;12;29;16;0;42834,9
2014;12;29;17;0;42319
2014;12;29;18;0;40631,4
2014;12;29;19;0;38437,5
2014;12;29;20;0;38598
2014;12;29;21;0;41743,3
2014;12;29;22;0;42045,8
2014;12;29;23;0;41461
2014;12;30;0;0;39651,2
2014;12;30;1;0;37048,6
2014;12;30;2;0;34900,4
2014;12;30;3;0;33550,1
2014;12;30;4;0;32746,7
2014;12;30;5;0;32469,6
2014;12;30;6;0;32789,9
2014;12;30;7;0;32860
2014;12;30;8;0;34286,6
2014;12;30;9;0;37238,9
2014;12;30;10;0;39365,1
2014;12;30;11;0;40392,6
2014;12;30;12;0;40715,9
2014;12;30;13;0;40876,3
2014;12;30;14;0;41843,1
2014;12;30;15;0;42357,3
2014;12;30;16;0;42215,8
2014;12;30;17;0;41589,3
2014;12;30;18;0;39778,6
2014;12;30;19;0;37508
2014;12;30;20;0;37296,5
2014;12;30;21;0;40835,9
2014;12;30;22;0;41388
2014;12;30;23;0;41082,2
2014;12;31;0;0;39572,1
2014;12;31;1;0;37146,8
2014;12;31;2;0;34884,2
2014;12;31;3;0;33378,2
2014;12;31;4;0;32424,5
2014;12;31;5;0;32034,8
2014;12;31;6;0;31841,5
2014;12;31;7;0;31102,3
2014;12;31;8;0;31536,6
2014;12;31;9;0;33599,5
2014;12;31;10;0;35309,4
2014;12;31;11;0;35944,5
2014;12;31;12;0;35736
2014;12;31;13;0;35275,9
2014;12;31;14;0;35049,8
2014;12;31;15;0;35034,4
2014;12;31;16;0;34824,7
2014;12;31;17;0;34211,2
2014;12;31;18;0;34084,4
2014;12;31;19;0;33820,2
2014;12;31;20;0;35168,1
2014;12;31;21;0;39814,6
2014;12;31;22;0;38861,1
2014;12;31;23;0;35941,1
2015;1;1;0;0;33654,5
2015;1;1;1;0;32133,3
2015;1;1;2;0;31965,3
2015;1;1;3;0;31507,3
2015;1;1;4;0;30794,6
2015;1;1;5;0;30128
2015;1;1;6;0;29688,4
2015;1;1;7;0;27939
2015;1;1;8;0;27063,8
2015;1;1;9;0;27754,8
2015;1;1;10;0;28723
2015;1;1;11;0;29646,5
2015;1;1;12;0;30241
2015;1;1;13;0;30186,8
2015;1;1;14;0;29602,5
2015;1;1;15;0;29301,3
2015;1;1;16;0;29493,6
2015;1;1;17;0;29965,5
2015;1;1;18;0;30326,9
2015;1;1;19;0;30666,8
2015;1;1;20;0;32068,8
2015;1;1;21;0;36422,8
2015;1;1;22;0;37561,4
2015;1;1;23;0;37388,8
2015;1;2;0;0;36540,4
2015;1;2;1;0;34543,5
2015;1;2;2;0;32836,9
2015;1;2;3;0;31727,2
2015;1;2;4;0;31007,5
2015;1;2;5;0;30722,8
2015;1;2;6;0;31077
2015;1;2;7;0;30873,3
2015;1;2;8;0;31764,7
2015;1;2;9;0;34567,8
2015;1;2;10;0;36701,7
2015;1;2;11;0;38262,9
2015;1;2;12;0;38822,4
2015;1;2;13;0;39223,2
2015;1;2;14;0;39671,7
2015;1;2;15;0;39813,1
2015;1;2;16;0;39688,1
2015;1;2;17;0;39526,4
2015;1;2;18;0;38607,3
2015;1;2;19;0;36876,9
2015;1;2;20;0;37085,8
2015;1;2;21;0;40570,6
2015;1;2;22;0;41259,7
2015;1;2;23;0;40887,8
2015;1;3;0;0;39632,7
2015;1;3;1;0;37623,1
2015;1;3;2;0;35830,1
2015;1;3;3;0;34337,5
2015;1;3;4;0;33419,8
2015;1;3;5;0;32937,9
2015;1;3;6;0;32780,8
2015;1;3;7;0;31898,6
2015;1;3;8;0;31793,4
2015;1;3;9;0;33512,6
2015;1;3;10;0;35302
2015;1;3;11;0;36182,7
2015;1;3;12;0;36512,1
2015;1;3;13;0;36544,1
2015;1;3;14;0;36448,7
2015;1;3;15;0;36275,2
2015;1;3;16;0;36097,7
2015;1;3;17;0;35836,8
2015;1;3;18;0;35855,1
2015;1;3;19;0;35957,5
2015;1;3;20;0;37112,5
2015;1;3;21;0;40240,7
2015;1;3;22;0;40142,8
2015;1;3;23;0;39032,3
2015;1;4;0;0;37518
2015;1;4;1;0;35622,3
2015;1;4;2;0;33794,4
2015;1;4;3;0;32468
2015;1;4;4;0;31641,3
2015;1;4;5;0;31218,8
2015;1;4;6;0;30949,2
2015;1;4;7;0;29950
2015;1;4;8;0;29153,6
2015;1;4;9;0;29877,9
2015;1;4;10;0;30637,7
2015;1;4;11;0;31479,1
2015;1;4;12;0;32077,3
2015;1;4;13;0;32387,8
2015;1;4;14;0;32484,2
2015;1;4;15;0;32640,9
2015;1;4;16;0;32775,5
2015;1;4;17;0;32972,7
2015;1;4;18;0;33601
2015;1;4;19;0;34068
2015;1;4;20;0;34840,5
2015;1;4;21;0;38504,4
2015;1;4;22;0;39277,1
2015;1;4;23;0;38729,5
2015;1;5;0;0;37002,3
2015;1;5;1;0;34777,3
2015;1;5;2;0;32818,5
2015;1;5;3;0;31549,3
2015;1;5;4;0;30896
2015;1;5;5;0;30952
2015;1;5;6;0;31774
2015;1;5;7;0;32954
2015;1;5;8;0;35113,4
2015;1;5;9;0;38885,8
2015;1;5;10;0;41482,7
2015;1;5;11;0;43036
2015;1;5;12;0;43339,5
2015;1;5;13;0;43412
2015;1;5;14;0;44622,8
2015;1;5;15;0;45144,1
2015;1;5;16;0;45121,3
2015;1;5;17;0;44092,9
2015;1;5;18;0;42086,1
2015;1;5;19;0;39450,3
2015;1;5;20;0;39288,9
2015;1;5;21;0;42444,7
2015;1;5;22;0;42885,7
2015;1;5;23;0;42027,7
2015;1;6;0;0;39484,8
2015;1;6;1;0;36686,8
2015;1;6;2;0;34562,4
2015;1;6;3;0;33357,3
2015;1;6;4;0;32648,2
2015;1;6;5;0;32435,2
2015;1;6;6;0;33082
2015;1;6;7;0;34180,2
2015;1;6;8;0;36504
2015;1;6;9;0;39874,5
2015;1;6;10;0;41997,2
2015;1;6;11;0;43487,1
2015;1;6;12;0;43572,4
2015;1;6;13;0;43488,9
2015;1;6;14;0;44861,1
2015;1;6;15;0;45706,8
2015;1;6;16;0;45836,8
2015;1;6;17;0;45700,5
2015;1;6;18;0;43543,1
2015;1;6;19;0;40577,3
2015;1;6;20;0;39726,3
2015;1;6;21;0;43252,2
2015;1;6;22;0;44084,8
2015;1;6;23;0;43551,5
2015;1;7;0;0;41508,2
2015;1;7;1;0;38496,5
2015;1;7;2;0;36112,6
2015;1;7;3;0;34656,7
2015;1;7;4;0;33805,5
2015;1;7;5;0;33717,1
2015;1;7;6;0;34607,8
2015;1;7;7;0;35380,9
2015;1;7;8;0;37783,8
2015;1;7;9;0;41338,6
2015;1;7;10;0;43750,8
2015;1;7;11;0;45224,6
2015;1;7;12;0;45161
2015;1;7;13;0;45066,1
2015;1;7;14;0;46804,9
2015;1;7;15;0;47724,8
2015;1;7;16;0;47761,8
2015;1;7;17;0;47266,2
2015;1;7;18;0;44402,8
2015;1;7;19;0;41045,8
2015;1;7;20;0;40443
2015;1;7;21;0;43771,6
2015;1;7;22;0;44531,6
2015;1;7;23;0;44165,9
2015;1;8;0;0;42153,7
2015;1;8;1;0;39400,9
2015;1;8;2;0;36970,8
2015;1;8;3;0;35437,8
2015;1;8;4;0;34667,5
2015;1;8;5;0;34498
2015;1;8;6;0;35149,8
2015;1;8;7;0;35931,9
2015;1;8;8;0;38170,2
2015;1;8;9;0;41704,3
2015;1;8;10;0;44115,6
2015;1;8;11;0;45632,7
2015;1;8;12;0;45595,1
2015;1;8;13;0;45509
2015;1;8;14;0;47102,3
2015;1;8;15;0;48077,9
2015;1;8;16;0;48141,6
2015;1;8;17;0;47690,3
2015;1;8;18;0;44982,8
2015;1;8;19;0;41721
2015;1;8;20;0;40457,9
2015;1;8;21;0;44308,3
2015;1;8;22;0;45442
2015;1;8;23;0;45242,3
2015;1;9;0;0;43571
2015;1;9;1;0;40648,7
2015;1;9;2;0;38393,4
2015;1;9;3;0;36843,9
2015;1;9;4;0;36052,8
2015;1;9;5;0;35782,6
2015;1;9;6;0;36350,5
2015;1;9;7;0;37034
2015;1;9;8;0;39161,4
2015;1;9;9;0;42896,9
2015;1;9;10;0;45394,9
2015;1;9;11;0;46962,1
2015;1;9;12;0;46812,7
2015;1;9;13;0;46561,7
2015;1;9;14;0;48169,1
2015;1;9;15;0;48888,5
2015;1;9;16;0;48617,7
2015;1;9;17;0;47618,4
2015;1;9;18;0;45280
2015;1;9;19;0;42005,9
2015;1;9;20;0;40868,8
2015;1;9;21;0;44639,2
2015;1;9;22;0;45775,5
2015;1;9;23;0;45601,7
2015;1;10;0;0;44313,8
2015;1;10;1;0;42075
2015;1;10;2;0;39779,6
2015;1;10;3;0;38322,5
2015;1;10;4;0;37461,4
2015;1;10;5;0;36978,2
2015;1;10;6;0;36810,3
2015;1;10;7;0;35962
2015;1;10;8;0;36117
2015;1;10;9;0;38402,7
2015;1;10;10;0;40530
2015;1;10;11;0;41443
2015;1;10;12;0;41387,3
2015;1;10;13;0;41059,9
2015;1;10;14;0;41022,8
2015;1;10;15;0;40863,2
2015;1;10;16;0;40665,5
2015;1;10;17;0;40442,6
2015;1;10;18;0;40090,8
2015;1;10;19;0;39664,8
2015;1;10;20;0;40142,1
2015;1;10;21;0;44056,9
2015;1;10;22;0;44261,8
2015;1;10;23;0;43028,6
2015;1;11;0;0;41798,1
2015;1;11;1;0;39967,1
2015;1;11;2;0;38242,7
2015;1;11;3;0;36835
2015;1;11;4;0;35895,5
2015;1;11;5;0;35266,9
2015;1;11;6;0;34663,7
2015;1;11;7;0;33204,1
2015;1;11;8;0;32290,5
2015;1;11;9;0;33206,4
2015;1;11;10;0;34281,1
2015;1;11;11;0;35090
2015;1;11;12;0;35475,4
2015;1;11;13;0;35583,3
2015;1;11;14;0;35690,8
2015;1;11;15;0;35890,3
2015;1;11;16;0;36129,1
2015;1;11;17;0;36307,5
2015;1;11;18;0;36687,5
2015;1;11;19;0;37087,3
2015;1;11;20;0;37667
2015;1;11;21;0;41358,8
2015;1;11;22;0;42648,1
2015;1;11;23;0;42818,8
2015;1;12;0;0;41747,6
2015;1;12;1;0;39730,2
2015;1;12;2;0;37888,2
2015;1;12;3;0;36684,3
2015;1;12;4;0;35833
2015;1;12;5;0;35688,9
2015;1;12;6;0;36410,4
2015;1;12;7;0;37443,3
2015;1;12;8;0;39889,5
2015;1;12;9;0;44050,1
2015;1;12;10;0;46749,1
2015;1;12;11;0;48365,7
2015;1;12;12;0;48544,9
2015;1;12;13;0;48499,8
2015;1;12;14;0;50112
2015;1;12;15;0;50640,3
2015;1;12;16;0;50803,9
2015;1;12;17;0;49646,5
2015;1;12;18;0;46132,8
2015;1;12;19;0;42682,8
2015;1;12;20;0;41338,8
2015;1;12;21;0;44888,1
2015;1;12;22;0;46648,8
2015;1;12;23;0;46983,7
2015;1;13;0;0;45096,9
2015;1;13;1;0;42459,5
2015;1;13;2;0;40304,7
2015;1;13;3;0;38922
2015;1;13;4;0;38029,2
2015;1;13;5;0;37838,8
2015;1;13;6;0;38339,5
2015;1;13;7;0;39167,7
2015;1;13;8;0;41515,3
2015;1;13;9;0;45201,7
2015;1;13;10;0;47698,2
2015;1;13;11;0;49002,8
2015;1;13;12;0;48886,4
2015;1;13;13;0;48582,3
2015;1;13;14;0;50096,8
2015;1;13;15;0;50959,4
2015;1;13;16;0;50898,5
2015;1;13;17;0;50543,9
2015;1;13;18;0;47183,4
2015;1;13;19;0;43230,1
2015;1;13;20;0;41931,1
2015;1;13;21;0;45423,8
2015;1;13;22;0;47045,9
2015;1;13;23;0;47335,8
2015;1;14;0;0;45514,7
2015;1;14;1;0;42532,4
2015;1;14;2;0;40313,4
2015;1;14;3;0;38869,1
2015;1;14;4;0;37891,5
2015;1;14;5;0;37599,7
2015;1;14;6;0;38096,5
2015;1;14;7;0;38916,4
2015;1;14;8;0;41182,2
2015;1;14;9;0;45029,6
2015;1;14;10;0;47342,6
2015;1;14;11;0;48502,7
2015;1;14;12;0;48061,4
2015;1;14;13;0;47703,3
2015;1;14;14;0;49543,5
2015;1;14;15;0;50799,7
2015;1;14;16;0;51051,7
2015;1;14;17;0;50450,9
2015;1;14;18;0;47508,6
2015;1;14;19;0;43697,9
2015;1;14;20;0;42346
2015;1;14;21;0;45724,7
2015;1;14;22;0;47247,8
2015;1;14;23;0;47169,7
2015;1;15;0;0;45240,7
2015;1;15;1;0;42669,3
2015;1;15;2;0;40383,3
2015;1;15;3;0;38917,7
2015;1;15;4;0;38170,6
2015;1;15;5;0;37849,9
2015;1;15;6;0;38395,5
2015;1;15;7;0;39316,8
2015;1;15;8;0;41376,9
2015;1;15;9;0;45216,8
2015;1;15;10;0;47685,7
2015;1;15;11;0;49261,9
2015;1;15;12;0;49063,2
2015;1;15;13;0;48609,9
2015;1;15;14;0;50131
2015;1;15;15;0;50952,1
2015;1;15;16;0;51002,3
2015;1;15;17;0;50204,6
2015;1;15;18;0;47368,5
2015;1;15;19;0;43671,9
2015;1;15;20;0;42368,2
2015;1;15;21;0;45815,3
2015;1;15;22;0;47143,9
2015;1;15;23;0;47326,4
2015;1;16;0;0;45646,3
2015;1;16;1;0;43077,5
2015;1;16;2;0;40679,3
2015;1;16;3;0;39155,2
2015;1;16;4;0;38328,9
2015;1;16;5;0;38078,6
2015;1;16;6;0;38750,4
2015;1;16;7;0;39519,2
2015;1;16;8;0;41813,9
2015;1;16;9;0;45658,3
2015;1;16;10;0;48090,4
2015;1;16;11;0;49482,5
2015;1;16;12;0;49229,8
2015;1;16;13;0;48766,1
2015;1;16;14;0;50234,3
2015;1;16;15;0;50884,7
2015;1;16;16;0;50455,8
2015;1;16;17;0;49105,5
2015;1;16;18;0;46327,8
2015;1;16;19;0;42762,1
2015;1;16;20;0;41563,1
2015;1;16;21;0;45178,2
2015;1;16;22;0;46385,8
2015;1;16;23;0;46443,4
2015;1;17;0;0;45105,3
2015;1;17;1;0;43093,3
2015;1;17;2;0;40854,1
2015;1;17;3;0;39365,8
2015;1;17;4;0;38361,7
2015;1;17;5;0;37819,8
2015;1;17;6;0;37686,1
2015;1;17;7;0;36919
2015;1;17;8;0;36975,4
2015;1;17;9;0;39216,8
2015;1;17;10;0;41355,3
2015;1;17;11;0;42377,7
2015;1;17;12;0;42486
2015;1;17;13;0;42149,2
2015;1;17;14;0;41957,1
2015;1;17;15;0;41912,1
2015;1;17;16;0;41712,9
2015;1;17;17;0;41337
2015;1;17;18;0;40886,6
2015;1;17;19;0;40350,7
2015;1;17;20;0;40570,8
2015;1;17;21;0;44675,8
2015;1;17;22;0;44993,2
2015;1;17;23;0;43991,7
2015;1;18;0;0;42690
2015;1;18;1;0;40981
2015;1;18;2;0;39231,7
2015;1;18;3;0;37858,7
2015;1;18;4;0;36831,6
2015;1;18;5;0;36088
2015;1;18;6;0;35624,3
2015;1;18;7;0;34363,2
2015;1;18;8;0;33321,9
2015;1;18;9;0;34097,2
2015;1;18;10;0;35107,5
2015;1;18;11;0;35907,6
2015;1;18;12;0;36460,5
2015;1;18;13;0;36565,1
2015;1;18;14;0;36616,2
2015;1;18;15;0;36727,9
2015;1;18;16;0;37007,3
2015;1;18;17;0;37251,3
2015;1;18;18;0;37509,7
2015;1;18;19;0;37764,8
2015;1;18;20;0;38520,4
2015;1;18;21;0;42371,4
2015;1;18;22;0;43584,9
2015;1;18;23;0;43893,3
2015;1;19;0;0;43005,3
2015;1;19;1;0;41085,6
2015;1;19;2;0;39031,9
2015;1;19;3;0;37779,9
2015;1;19;4;0;37071,5
2015;1;19;5;0;36793,1
2015;1;19;6;0;37478,3
2015;1;19;7;0;38711,4
2015;1;19;8;0;41057,2
2015;1;19;9;0;45217,9
2015;1;19;10;0;48079
2015;1;19;11;0;49767,6
2015;1;19;12;0;49635
2015;1;19;13;0;49531,3
2015;1;19;14;0;50921,1
2015;1;19;15;0;51196,4
2015;1;19;16;0;49091,1
2015;1;19;17;0;50607,6
2015;1;19;18;0;47984,9
2015;1;19;19;0;43632,5
2015;1;19;20;0;42431,3
2015;1;19;21;0;46247,4
2015;1;19;22;0;48055
2015;1;19;23;0;48107,8
2015;1;20;0;0;46495,8
2015;1;20;1;0;43938,9
2015;1;20;2;0;41626
2015;1;20;3;0;40234,2
2015;1;20;4;0;39284,2
2015;1;20;5;0;38771,8
2015;1;20;6;0;39068,9
2015;1;20;7;0;39753,8
2015;1;20;8;0;41591,3
2015;1;20;9;0;45097,4
2015;1;20;10;0;47539,5
2015;1;20;11;0;49049,4
2015;1;20;12;0;48875
2015;1;20;13;0;48553,7
2015;1;20;14;0;50056
2015;1;20;15;0;50836,7
2015;1;20;16;0;50772,4
2015;1;20;17;0;50005,1
2015;1;20;18;0;47102,4
2015;1;20;19;0;43126
2015;1;20;20;0;41843,8
2015;1;20;21;0;45870,2
2015;1;20;22;0;47391
2015;1;20;23;0;47722,5
2015;1;21;0;0;45954,6
2015;1;21;1;0;43304,2
2015;1;21;2;0;41244,7
2015;1;21;3;0;39564,8
2015;1;21;4;0;38605,4
2015;1;21;5;0;38417,4
2015;1;21;6;0;39047,2
2015;1;21;7;0;40192,4
2015;1;21;8;0;42135,5
2015;1;21;9;0;45834,1
2015;1;21;10;0;48248,8
2015;1;21;11;0;49743,4
2015;1;21;12;0;49435
2015;1;21;13;0;49188,6
2015;1;21;14;0;50805,2
2015;1;21;15;0;51646
2015;1;21;16;0;51676,7
2015;1;21;17;0;50904,2
2015;1;21;18;0;47708,3
2015;1;21;19;0;43592,3
2015;1;21;20;0;42487,8
2015;1;21;21;0;45584,9
2015;1;21;22;0;46893,6
2015;1;21;23;0;46695
2015;1;22;0;0;44605,9
2015;1;22;1;0;42207,9
2015;1;22;2;0;40048,4
2015;1;22;3;0;38611,4
2015;1;22;4;0;37719,8
2015;1;22;5;0;37440,4
2015;1;22;6;0;37979
2015;1;22;7;0;39243,3
2015;1;22;8;0;41066
2015;1;22;9;0;44566,3
2015;1;22;10;0;46787,2
2015;1;22;11;0;48046,8
2015;1;22;12;0;47666,4
2015;1;22;13;0;47250
2015;1;22;14;0;48650
2015;1;22;15;0;49292
2015;1;22;16;0;49123,1
2015;1;22;17;0;48464,3
2015;1;22;18;0;45501,1
2015;1;22;19;0;42030,4
2015;1;22;20;0;41091,4
2015;1;22;21;0;43832,8
2015;1;22;22;0;44642,1
2015;1;22;23;0;44057,2
2015;1;23;0;0;42154,6
2015;1;23;1;0;39457,9
2015;1;23;2;0;37344,8
2015;1;23;3;0;35866,5
2015;1;23;4;0;35278,7
2015;1;23;5;0;35186,3
2015;1;23;6;0;36031,7
2015;1;23;7;0;37604,3
2015;1;23;8;0;39620,6
2015;1;23;9;0;42937,9
2015;1;23;10;0;45125,9
2015;1;23;11;0;46494,1
2015;1;23;12;0;45913
2015;1;23;13;0;45634,8
2015;1;23;14;0;47036,3
2015;1;23;15;0;47528,4
2015;1;23;16;0;47372,8
2015;1;23;17;0;46219,3
2015;1;23;18;0;43966,2
2015;1;23;19;0;41294,1
2015;1;23;20;0;40630,9
2015;1;23;21;0;42821,6
2015;1;23;22;0;43490,7
2015;1;23;23;0;43110,6
2015;1;24;0;0;41590,3
2015;1;24;1;0;38820,3
2015;1;24;2;0;36722,1
2015;1;24;3;0;35223,9
2015;1;24;4;0;34519,4
2015;1;24;5;0;34088,9
2015;1;24;6;0;34184,3
2015;1;24;7;0;34294,6
2015;1;24;8;0;34409,3
2015;1;24;9;0;36580,7
2015;1;24;10;0;38434,8
2015;1;24;11;0;39641,7
2015;1;24;12;0;39761,4
2015;1;24;13;0;39436,2
2015;1;24;14;0;39281,8
2015;1;24;15;0;38929,7
2015;1;24;16;0;38588
2015;1;24;17;0;38353,1
2015;1;24;18;0;38219
2015;1;24;19;0;38085,9
2015;1;24;20;0;38960,8
2015;1;24;21;0;41994,4
2015;1;24;22;0;41552,8
2015;1;24;23;0;39788,5
2015;1;25;0;0;38361,5
2015;1;25;1;0;36238,8
2015;1;25;2;0;34198,3
2015;1;25;3;0;32829
2015;1;25;4;0;31942
2015;1;25;5;0;31342,4
2015;1;25;6;0;30902,8
2015;1;25;7;0;30175
2015;1;25;8;0;29532,7
2015;1;25;9;0;30556,6
2015;1;25;10;0;31596,2
2015;1;25;11;0;32434
2015;1;25;12;0;32996,6
2015;1;25;13;0;33399,8
2015;1;25;14;0;33396,2
2015;1;25;15;0;33312,5
2015;1;25;16;0;33417,4
2015;1;25;17;0;33817,8
2015;1;25;18;0;34552,9
2015;1;25;19;0;34945,2
2015;1;25;20;0;35928,7
2015;1;25;21;0;39720,3
2015;1;25;22;0;40627,6
2015;1;25;23;0;40272,1
2015;1;26;0;0;38852,6
2015;1;26;1;0;36731,3
2015;1;26;2;0;34604
2015;1;26;3;0;33357,3
2015;1;26;4;0;32773
2015;1;26;5;0;32787
2015;1;26;6;0;33585,4
2015;1;26;7;0;35755,6
2015;1;26;8;0;38061,3
2015;1;26;9;0;41649,3
2015;1;26;10;0;44067,5
2015;1;26;11;0;45489,1
2015;1;26;12;0;45491,9
2015;1;26;13;0;45343,4
2015;1;26;14;0;46746,9
2015;1;26;15;0;47562,7
2015;1;26;16;0;47590,7
2015;1;26;17;0;47049
2015;1;26;18;0;44365,9
2015;1;26;19;0;41317,1
2015;1;26;20;0;40879,8
2015;1;26;21;0;43990,6
2015;1;26;22;0;44507,6
2015;1;26;23;0;43864,6
2015;1;27;0;0;41635,9
2015;1;27;1;0;38797,4
2015;1;27;2;0;36744,7
2015;1;27;3;0;35495,8
2015;1;27;4;0;34832,3
2015;1;27;5;0;34783
2015;1;27;6;0;35608,2
2015;1;27;7;0;37420,2
2015;1;27;8;0;39523,5
2015;1;27;9;0;42865,2
2015;1;27;10;0;45273,5
2015;1;27;11;0;46684,1
2015;1;27;12;0;46513,3
2015;1;27;13;0;46168,9
2015;1;27;14;0;47469,9
2015;1;27;15;0;48340,3
2015;1;27;16;0;48192,8
2015;1;27;17;0;47438
2015;1;27;18;0;44887,2
2015;1;27;19;0;41895,8
2015;1;27;20;0;41279
2015;1;27;21;0;44387,6
2015;1;27;22;0;45139,8
2015;1;27;23;0;44564,3
2015;1;28;0;0;42231,4
2015;1;28;1;0;39028,3
2015;1;28;2;0;36949,3
2015;1;28;3;0;35673,8
2015;1;28;4;0;35079,8
2015;1;28;5;0;35059,7
2015;1;28;6;0;35836
2015;1;28;7;0;37610
2015;1;28;8;0;39854,1
2015;1;28;9;0;43080,1
2015;1;28;10;0;45038,2
2015;1;28;11;0;46428,8
2015;1;28;12;0;46422,9
2015;1;28;13;0;46167,6
2015;1;28;14;0;47687,8
2015;1;28;15;0;48393,1
2015;1;28;16;0;48458,4
2015;1;28;17;0;47667,4
2015;1;28;18;0;44914,5
